recipe_id,line_no,raw_line,qty,unit,name_raw,state,dry_fresh,parse_status
5,7,2 Cardamom (Elaichi) Pods/Seeds,2,,Cardamom (Elaichi) Pods/Seeds,pods,,reviewed
5,8,1 cup Sugar,1,cup,Sugar,,,clean
5,9,3/4 teaspoon Salt - and some more for cooking the chana dal,3/4,teaspoon,Salt,,,reviewed
5,10,Water - as required,nan,,Water,,,reviewed
6,1,500 grams Bhindi (Lady Finger/Okra) - slit into half and cut into 1 inch pieces,500,grams,Bhindi (Lady Finger/Okra),slit into half and cut into 1 inch pieces,,clean
6,2,10 Pearl onions (Sambar Onions) - finely chopped,10,,Pearl onions (Sambar Onions),finely chopped,,clean
6,3,1/4 cup Fresh coconut - grated,1/4,cup,Fresh coconut,grated,Fresh,clean
6,4,2 Green Chillies - finely chopped,2,,Green Chillies,finely chopped,,clean
6,5,1 sprig Curry leaves,1,sprig,Curry leaves,,,clean
6,6,1/2 teaspoon Mustard seeds,1/2,teaspoon,Mustard seeds,,,clean
6,7,1/2 teaspoon Turmeric powder (Haldi),1/2,teaspoon,Turmeric powder (Haldi),,,clean
6,8,Salt - to taste,nan,,Salt,,,reviewed
6,9,Sunflower Oil - for cooking,nan,,Sunflower Oil,,,reviewed
7,1,500 grams Bhindi (Lady Finger/Okra) - cut into 1 inch pieces,500,grams,Bhindi (Lady Finger/Okra),cut into 1 inch pieces,,clean
7,2,1 Onion - big,1,,Onion,big,,reviewed
7,3,1 Green Chilli - slit,1,,Green Chilli,slit,,clean
7,4,1 cup Coconut milk - thick,1,cup,Coconut milk,thick,,reviewed
7,5,2 teaspoons Ginger - grated,2,teaspoons,Ginger,grated,,clean
7,6,1 teaspoon Mustard seeds,1,teaspoon,Mustard seeds,,,clean
7,7,1 sprig Curry leaves,1,sprig,Curry leaves,,,clean
7,8,1 tablespoon Coconut Oil,1,tablespoon,Coconut Oil,,,clean
7,9,Salt - to taste,nan,,Salt,,,reviewed
8,1,1 Carrot (Gajjar) - finely chopped,1,,Carrot (Gajjar),finely chopped,,clean
8,2,1 Brinjal (Baingan / Eggplant) - finely chopped,1,,Brinjal (Baingan / Eggplant),finely chopped,,clean
8,3,1 Potato (Aloo) - finely diced,1,,Potato (Aloo),finely diced,,clean
8,4,1 Elephant yam (Suran/Senai/Ratalu) - finely diced,1,,Elephant yam (Suran/Senai/Ratalu),finely diced,,clean
8,5,6 Green beans (French Beans) - cut into 1 inch pieces,6,,Green beans (French Beans),cut into 1 inch pieces,,clean
8,6,1 Mango (Raw) - cut into 1 inch lengthwise,1,,Mango (Raw),cut into 1 inch lengthwise,,clean
8,7,1/4 teaspoon Turmeric powder (Haldi),1/4,teaspoon,Turmeric powder (Haldi),,,clean
8,8,1 cup Fresh coconut - grated,1,cup,Fresh coconut,grated,Fresh,clean
8,9,1 tablespoon Ginger - juliennes,1,tablespoon,Ginger,julienned,,reviewed
8,10,6 Green Chillies,6,,Green Chillies,,,clean
8,11,1/2 teaspoon Cumin seeds (Jeera),1/2,teaspoon,Cumin seeds (Jeera),,,clean
8,12,1 cup Pearl onions (Sambar Onions),1,cup,Pearl onions (Sambar Onions),,,clean
8,13,2 sprig Curry leaves,2,sprig,Curry leaves,,,clean
8,14,1 tablespoon Coconut Oil,1,tablespoon,Coconut Oil,,,clean
8,15,Salt - to taste,nan,,Salt,,,reviewed
9,1,2 Seer fish - slices,2,slice,Seer fish,,,reviewed
9,2,1/2 teaspoon Turmeric powder (Haldi),1/2,teaspoon,Turmeric powder (Haldi),,,clean
9,3,Salt - to taste,nan,,Salt,,,reviewed
9,4,2 teaspoons Aachi Fish Masala,2,teaspoons,Aachi Fish Masala,,,clean
9,5,1/3 cup Fresh coconut,1/3,cup,Fresh coconut,,Fresh,clean
9,6,6 cloves Garlic,6,cloves,Garlic,,,clean
9,7,1 inch Ginger,1,inch,Ginger,,,reviewed
9,8,2 sprig Coriander (Dhania) Leaves - washed and finely chopped,2,sprig,Coriander (Dhania) Leaves,washed and finely chopped,,clean
9,9,1 Tomato - finely chopped,1,,Tomato,finely chopped,,clean
9,10,1 inch Cinnamon Stick (Dalchini),1,inch,Cinnamon Stick (Dalchini),,,reviewed
9,11,2 Cloves (Laung),2,Cloves,Cloves (Laung),cloves,,reviewed
9,12,1 Kokum (Malabar Tamarind),1,,Kokum (Malabar Tamarind),,,clean
9,13,2 tablespoons Coconut Oil,2,tablespoons,Coconut Oil,,,clean
9,14,3 sprig Curry leaves,3,sprig,Curry leaves,,,clean
9,15,8 Pearl onions (Sambar Onions) - sliced,8,,Pearl onions (Sambar Onions),sliced,,clean
9,16,2 tablespoons Sambar Powder,2,tablespoons,Sambar Powder,,,clean
10,1,1 kg Tapioca root,1,kg,Tapioca root,,,clean
10,2,1 cup Fresh coconut - grated,1,cup,Fresh coconut,grated,Fresh,clean
10,3,4 to 5 Shallots,4.5,,Shallots,,,reviewed
10,4,2 Green Chillies - chopped,2,,Green Chillies,chopped,,clean
10,5,1-1/2 cups Hung Curd (Greek Yogurt),1-1/2,cups,Hung Curd (Greek Yogurt),,,reviewed
10,6,Salt - to taste,nan,,Salt,,,reviewed
11,1,2 cups rice - soaked for 3 hours,2,cups,rice,soaked for 3 hours,,clean
11,2,1 cup rice - cooked,1,cup,rice,cooked,,clean
11,3,1 cup coconut - tighten,1,cup,coconut,,,reviewed
11,5,2 tbsp sugar,2,tbsp,sugar,,,clean
11,6,salt - as per taste,nan,,salt,,,reviewed
12,1,1-1/2 cups Milk,1-1/2,cups,Milk,,,reviewed
12,2,1 cup Coconut milk,1,cup,Coconut milk,,,clean
12,3,1/4 cup Yellow Moong Dal (Split) - washed and soaked,1/4,cup,Yellow Moong Dal (Split),washed and soaked,,clean
12,4,2 tablespoons Chana dal (Bengal Gram Dal) - washed and soaked,2,tablespoons,Chana dal (Bengal Gram Dal),washed and soaked,,clean
12,5,2 tablespoons Fresh coconut - grated,2,tablespoons,Fresh coconut,grated,Fresh,clean
12,6,1/2 cup Jaggery,1/2,cup,Jaggery,,,clean
12,7,10 Cashew nuts - halved,10,,Cashew nuts,halved,,clean
12,8,1 teaspoon Cardamom Powder (Elaichi),1,teaspoon,Cardamom Powder (Elaichi),,,clean
12,9,2 tablespoons Ghee,2,tablespoons,Ghee,,,clean
13,1,2 Nendra Pazham Banana (Ripe) - sliced into rounds,2,,Nendra Pazham Banana (Ripe),sliced into rounds,,clean
13,2,1/4 teaspoon Turmeric powder (Haldi),1/4,teaspoon,Turmeric powder (Haldi),,,clean
13,3,Salt - to taste,nan,,Salt,,,reviewed
13,4,1 cup Curd (Dahi / Yogurt),1,cup,Curd (Dahi / Yogurt),,,clean
13,5,Coconut Oil - for cooking,nan,,Coconut Oil,,,reviewed
13,6,1/2 cup Fresh coconut,1/2,cup,Fresh coconut,,Fresh,clean
13,7,2 Green Chilli,2,,Green Chilli,,,clean
13,8,1 sprig Curry leaves,1,sprig,Curry leaves,,,clean
13,9,1 teaspoon Cumin seeds (Jeera),1,teaspoon,Cumin seeds (Jeera),,,clean
13,10,1 teaspoon Mustard seeds,1,teaspoon,Mustard seeds,,,clean
13,11,1 sprig Curry leaves,1,sprig,Curry leaves,,,clean
13,12,1 teaspoon White Urad Dal (Split),1,teaspoon,White Urad Dal (Split),,,clean
13,13,Sunflower Oil - for tempering,nan,,Sunflower Oil,,,reviewed
14,1,500 Chicken - medium sized pieces,500,g,Chicken,medium sized pieces,,reviewed
14,2,1 Onion - roughly chopped,1,,Onion,roughly chopped,,clean
14,3,1 inch Ginger - grated,1,inch,Ginger,grated,,reviewed
14,4,6 cloves Garlic - finely chopped,6,cloves,Garlic,finely chopped,,clean
14,5,1 teaspoon Mustard seeds,1,teaspoon,Mustard seeds,,,clean
14,6,8 Curry leaves,8,,Curry leaves,,,clean
14,7,Coconut Oil,nan,,Coconut Oil,,,clean
14,8,Salt - as per taste,nan,,Salt,,,reviewed
14,9,1/2 cup Coconut milk - or grated fresh coconut,1/2,cup,Coconut milk,grated,Fresh,reviewed
14,10,1 tablespoon Whole Black Peppercorns,1,tablespoon,Whole Black Peppercorns,,,clean
14,11,1 teaspoon Coriander (Dhania) Seeds,1,teaspoon,Coriander (Dhania) Seeds,,,clean
14,12,1 inch Cinnamon Stick (Dalchini),1,inch,Cinnamon Stick (Dalchini),,,reviewed
14,13,1 teaspoon Fennel seeds (Saunf),1,teaspoon,Fennel seeds (Saunf),,,clean
14,14,2 Dry Red Chillies,2,,Dry Red Chillies,,Dry,clean
15,1,1 cup Mixed vegetables - (french beans,1,cup,Mixed vegetables (Green Beans),,,reviewed
15,2,1/4 cup Raw Peanuts (Moongphali),1/4,cup,Raw Peanuts (Moongphali),,,clean
15,3,1/2 cup Arhar dal (Split Toor Dal),1/2,cup,Arhar dal (Split Toor Dal),,,clean
15,4,Salt - to taste,nan,,Salt,,,reviewed
15,5,1 tablespoon Jaggery,1,tablespoon,Jaggery,,,clean
15,6,1/4 cup Fresh coconut - grated,1/4,cup,Fresh coconut,grated,Fresh,clean
15,7,6 Dry Red Chillies,6,,Dry Red Chillies,,Dry,clean
15,8,1 tablespoon Chana dal (Bengal Gram Dal),1,tablespoon,Chana dal (Bengal Gram Dal),,,clean
15,9,1 tablespoon White Urad Dal (Split),1,tablespoon,White Urad Dal (Split),,,clean
15,10,1 inch Cinnamon Stick (Dalchini),1,inch,Cinnamon Stick (Dalchini),,,reviewed
15,11,1 tablespoon Sunflower Oil,1,tablespoon,Sunflower Oil,,,clean
15,12,1 teaspoon Mustard seeds,1,teaspoon,Mustard seeds,,,clean
15,13,Asafoetida (hing) - A pinch,1,pinch,Asafoetida (hing),,,reviewed
15,14,Curry leaves - as required,nan,,Curry leaves,,,reviewed
16,1,250 gm arabic - wash now,250,g,Colocasia Root (Arbi),washed,,reviewed
16,3,1 tamarind - Malabar,1,,tamarind,Malabar,,reviewed
16,4,salt - as per taste,nan,,salt,,,reviewed
16,5,1/4 cup coconut - scrape,1/4,cup,coconut,scraped,,reviewed
16,6,1 teaspoon red chilli powder,1,teaspoon,red chilli powder,,,clean
16,7,2 onions - peeled,2,,onions,peeled,,clean
16,8,1 tablespoon coconut oil,1,tablespoon,coconut oil,,,clean
16,9,2 onions - peel and chop,2,,onions,peeled and chopped,,reviewed
16,10,1 teaspoon mustard,1,teaspoon,mustard,,,clean
16,11,1 teaspoon cumin seeds,1,teaspoon,cumin seeds,,,clean
16,12,2 dry red chillies - break,2,,dry red chillies,broken,Dry,reviewed
16,13,7 curry leaves,7,,curry leaves,,,clean
17,1,300 grams Chicken - minced,300,grams,Chicken,minced,,clean
17,2,1 Onion - sliced,1,,Onion,sliced,,clean
17,3,1 sprig Curry leaves,1,sprig,Curry leaves,,,clean
17,4,4 cloves Garlic - chopped,4,cloves,Garlic,chopped,,clean
17,5,1 inch Ginger - chopped,1,inch,Ginger,chopped,,reviewed
17,6,1 teaspoon Turmeric powder (Haldi),1,teaspoon,Turmeric powder (Haldi),,,clean
17,7,2 teaspoons Red Chilli powder,2,teaspoons,Red Chilli powder,,,clean
17,8,2 teaspoons Garam masala powder,2,teaspoons,Garam masala powder,,,clean
17,9,1 teaspoon Black pepper powder,1,teaspoon,Black pepper powder,,,clean
17,10,Coconut Oil - for cooking,nan,,Coconut Oil,,,reviewed
17,11,Salt - to taste,nan,,Salt,,,reviewed
17,12,1/2 cup Whole Wheat Flour,1/2,cup,Whole Wheat Flour,,,clean
17,13,1/2 cup All Purpose Flour (Maida),1/2,cup,All Purpose Flour (Maida),,,clean
17,14,Salt - to taste,nan,,Salt,,,reviewed
18,1,2 Nendra Pazham Banana (Ripe),2,,Nendra Pazham Banana (Ripe),,,clean
18,2,1 cup All Purpose Flour (Maida),1,cup,All Purpose Flour (Maida),,,clean
18,3,1/4 cup Rice flour,1/4,cup,Rice flour,,,clean
18,4,1/8 teaspoon Baking soda,1/8,teaspoon,Baking soda,,,clean
18,5,1/8 teaspoon Salt,1/8,teaspoon,Salt,,,clean
18,6,1/8 teaspoon Turmeric powder (Haldi),1/8,teaspoon,Turmeric powder (Haldi),,,clean
18,7,2 Cardamom Powder (Elaichi) - powdered,2,,Cardamom Powder (Elaichi),powdered,,clean
18,8,3 tablespoons Sugar,3,tablespoons,Sugar,,,clean
18,9,Sunflower Oil - for deep frying,nan,,Sunflower Oil,,,reviewed
19,1,1/2 kg Fish - (I have used sardine cleaned and cut),1/2,kg,Fish,cleaned and cut,,reviewed
19,2,Tamarind Water - extract from a big lemon sized tamarind,nan,,Tamarind Water,,,reviewed
19,3,2 Shallots - finely chopped,2,,Shallots,finely chopped,,clean
19,4,2 tablespoons Coconut Oil,2,tablespoons,Coconut Oil,,,clean
19,5,1 teaspoon Mustard seeds,1,teaspoon,Mustard seeds,,,clean
19,6,2 sprig Curry leaves,2,sprig,Curry leaves,,,clean
19,7,Salt - to taste,nan,,Salt,,,reviewed
19,8,10 cloves Garlic - split length-wise,10,cloves,Garlic,split lengths-wise,,clean
19,9,1 tablespoon Ginger Garlic Paste,1,tablespoon,Ginger Garlic Paste,,,clean
19,10,2 tablespoons Kashmiri Red Chilli Powder,2,tablespoons,Kashmiri Red Chilli Powder,,,clean
19,11,1 tablespoon Coriander Powder (Dhania),1,tablespoon,Coriander Powder (Dhania),,,clean
19,12,1/2 teaspoon Methi Powder (Fenugreek Powder),1/2,teaspoon,Methi Powder (Fenugreek Powder),,,clean
20,1,1 cup Jackfruit Ripe (Kathal) - chopped finely,1,cup,Jackfruit Ripe (Kathal),chopped finely,,clean
20,2,1/2 cup Rice flour,1/2,cup,Rice flour,,,clean
20,3,1 tablespoon Sunflower Oil,1,tablespoon,Sunflower Oil,,,clean
20,4,1 teaspoon Salt,1,teaspoon,Salt,,,clean
20,5,Lukewarm Water - to knead,nan,,Lukewarm Water,Lukewarm,,clean
20,6,1 cup Fresh coconut - grated,1,cup,Fresh coconut,grated,Fresh,clean
20,7,1 Cardamom (Elaichi) Pods/Seeds,1,,Cardamom (Elaichi) Pods/Seeds,,,reviewed
21,1,1 cup Green Moong Dal (Whole) - soaked for 2 hours,1,cup,Green Moong Dal (Whole),soaked for 2 hours,,clean
21,2,1/2 cup Jaggery,1/2,cup,Jaggery,,,clean
21,3,1 Cardamom Powder (Elaichi),1,,Cardamom Powder (Elaichi),,,clean
21,4,1/2 cup Fresh coconut,1/2,cup,Fresh coconut,,Fresh,clean
21,5,1/4 cup Gram flour (besan),1/4,cup,Gram flour (besan),,,reviewed
21,6,1/2 cup Rice flour,1/2,cup,Rice flour,,,clean
21,7,1 teaspoon Turmeric powder (Haldi),1,teaspoon,Turmeric powder (Haldi),,,clean
21,8,Salt - Pinch,1,pinch,Salt,,,reviewed
22,1,1 cup Green Moong Dal (Whole),1,cup,Green Moong Dal (Whole),,,clean
22,2,1/2 cup Yellow Moong Dal (Split),1/2,cup,Yellow Moong Dal (Split),,,clean
22,3,10 Pearl onions (Sambar Onions),10,,Pearl onions (Sambar Onions),,,clean
22,4,1 teaspoon Mustard seeds,1,teaspoon,Mustard seeds,,,clean
22,5,1 sprig Curry leaves,1,sprig,Curry leaves,,,clean
22,6,2 Dry Red Chilli,2,,Dry Red Chilli,,Dry,clean
22,7,1 teaspoon Turmeric powder (Haldi),1,teaspoon,Turmeric powder (Haldi),,,clean
22,8,Salt - to taste,nan,,Salt,,,reviewed
22,9,Coconut Oil - for cooking,nan,,Coconut Oil,,,reviewed
22,10,1/2 cup Fresh coconut,1/2,cup,Fresh coconut,,Fresh,clean
22,11,2 Green Chilli,2,,Green Chilli,,,clean
22,12,1 teaspoon Cumin seeds (Jeera),1,teaspoon,Cumin seeds (Jeera),,,clean
23,1,1 cup Rice,1,cup,Rice,,,clean
23,2,3/4 cup Jaggery - powdered,3/4,cup,Jaggery,powdered,,clean
23,3,1 cup Ripe Bananas - mashed,1,cup,Ripe Bananas,mashed,,clean
23,4,1/2 cup Fresh coconut - grated,1/2,cup,Fresh coconut,grated,Fresh,clean
23,5,2 teaspoons Cardamom Powder (Elaichi),2,teaspoons,Cardamom Powder (Elaichi),,,clean
23,6,1/4 teaspoon Enos fruit salt - optional,1/4,teaspoon,Enos fruit salt,,,reviewed
23,7,Ghee - for cooking,nan,,Ghee,,,reviewed
23,8,Salt - a pinch,1,pinch,Salt,,,reviewed
24,1,200 grams Bhindi (Lady Finger/Okra) - cut into 1 inch pieces,200,grams,Bhindi (Lady Finger/Okra),cut into 1 inch pieces,,clean
24,2,Tamarind - small lemon sized,1,,Tamarind,small lemon sized,,reviewed
24,3,1/4 teaspoon Turmeric powder (Haldi),1/4,teaspoon,Turmeric powder (Haldi),,,clean
24,4,1 tablespoon Coconut Oil,1,tablespoon,Coconut Oil,,,clean
24,5,1 teaspoon Mustard seeds,1,teaspoon,Mustard seeds,,,clean
24,6,1/4 teaspoon Asafoetida (hing) - powder,1/4,teaspoon,Asafoetida (hing),powdered,,reviewed
24,7,1 sprig Curry leaves,1,sprig,Curry leaves,,,clean
24,8,Salt - to taste,nan,,Salt,,,reviewed
24,9,1 teaspoon Methi Seeds (Fenugreek Seeds),1,teaspoon,Methi Seeds (Fenugreek Seeds),,,clean
24,10,2 tablespoons Rice - raw,2,tablespoons,Rice,raw,,clean
24,11,2-3 Dry Red Chillies,2.5,,Dry Red Chillies,,Dry,reviewed
25,1,500 grams Chicken,500,grams,Chicken,,,clean
25,2,1/4 teaspoon Turmeric powder (Haldi),1/4,teaspoon,Turmeric powder (Haldi),,,clean
25,3,1 teaspoon Kashmiri Red Chilli Powder,1,teaspoon,Kashmiri Red Chilli Powder,,,clean
25,4,1 teaspoon Lemon juice,1,teaspoon,Lemon juice,,,clean
25,5,Salt - to taste,nan,,Salt,,,reviewed
25,6,3 Onions - thinly sliced,3,,Onions,thinly sliced,,clean
25,7,1 tablespoon Ginger - finely chopped,1,tablespoon,Ginger,finely chopped,,clean
25,8,1 tablespoon Garlic - finely chopped,1,tablespoon,Garlic,finely chopped,,clean
25,9,2-1/2 teaspoons Coriander Powder (Dhania),2-1/2,teaspoons,Coriander Powder (Dhania),,,reviewed
25,10,1-1/2 teaspoons Kashmiri Red Chilli Powder,1-1/2,teaspoons,Kashmiri Red Chilli Powder,,,reviewed
25,11,1 teaspoon Garam masala powder,1,teaspoon,Garam masala powder,,,clean
25,12,1/2 teaspoon Fennel Powder,1/2,teaspoon,Fennel Powder,,,clean
25,13,3 Tomatoes - thinly sliced,3,,Tomatoes,thinly sliced,,clean
25,14,2 sprig Curry leaves,2,sprig,Curry leaves,,,clean
25,15,Salt - to taste,nan,,Salt,,,reviewed
25,16,2 tablespoons Coconut Oil - as required,2,tablespoon,Coconut Oil,,,reviewed
26,1,250 grams Colocasia root (Arbi) - washed thoroughly and peeled,250,grams,Colocasia root (Arbi),washed thoroughly and peeled,,clean
26,2,1 Tamarind - malabar,1,,Tamarind,Malabar,,reviewed
26,3,Salt - to taste,nan,,Salt,,,reviewed
26,4,1/4 cup Fresh coconut - scrapped,1/4,cup,Fresh coconut,scrapped,Fresh,clean
26,5,1 teaspoon Red Chilli powder,1,teaspoon,Red Chilli powder,,,clean
26,6,2 Onions - peeled,2,,Onions,peeled,,clean
26,7,1 tablespoon Coconut Oil,1,tablespoon,Coconut Oil,,,clean
26,8,2 Onions - peeled and chopped,2,,Onions,peeled and chopped,,clean
26,9,1 teaspoon Mustard seeds,1,teaspoon,Mustard seeds,,,clean
26,10,1 teaspoon Cumin seeds (Jeera),1,teaspoon,Cumin seeds (Jeera),,,clean
26,11,2 Dry Red Chilli - broken,2,,Dry Red Chilli,broken,Dry,clean
26,12,7 Curry leaves,7,,Curry leaves,,,clean
27,1,3 Karela (Bitter Gourd/ Pavakkai),3,,Karela (Bitter Gourd/ Pavakkai),,,clean
27,2,1 Onion - chopped,1,,Onion,chopped,,clean
27,3,1 cup Curd (Dahi / Yogurt) - or buttermilk,1,cup,Curd (Dahi / Yogurt),,,reviewed
27,4,pinch Turmeric powder (Haldi) - to reduce bitter from bitter gourd,1,pinch,Turmeric powder (Haldi),,,reviewed
27,5,Salt - to taste,nan,,Salt,,,reviewed
27,6,1/4 cup Fresh coconut - grated,1/4,cup,Fresh coconut,grated,Fresh,clean
27,7,1/2 teaspoon Mustard seeds,1/2,teaspoon,Mustard seeds,,,clean
27,8,2 Green Chilli,2,,Green Chilli,,,clean
27,9,2 teaspoon Coconut Oil,2,teaspoon,Coconut Oil,,,clean
27,10,1 teaspoon Mustard seeds,1,teaspoon,Mustard seeds,,,clean
27,11,1 Dry Red Chilli,1,,Dry Red Chilli,,Dry,clean
27,12,Curry leaves - few,nan,,Curry leaves,,,reviewed
28,1,1 cup Fresh coconut,1,cup,Fresh coconut,,Fresh,clean
28,2,6 sprig Coriander (Dhania) Leaves,6,sprig,Coriander (Dhania) Leaves,,,clean
28,3,10 Mint Leaves (Pudina),10,,Mint Leaves (Pudina),,,clean
28,4,2 Green Chillies,2,,Green Chillies,,,clean
28,5,4 cloves Garlic,4,cloves,Garlic,,,clean
28,6,1 inch Ginger,1,inch,Ginger,,,reviewed
28,7,1 teaspoon Cumin seeds (Jeera),1,teaspoon,Cumin seeds (Jeera),,,clean
28,8,1 Lemon juice,1,,Lemon juice,,,clean
28,9,Salt - to taste,nan,,Salt,,,reviewed
29,1,1/2 Raw papaya,1/2,,Raw papaya,,,clean
29,2,1 Green Chilli - adjustable,1,,Green Chilli,,,reviewed
29,3,1 cup Fresh coconut - grated,1,cup,Fresh coconut,grated,Fresh,clean
29,4,3 Pearl onions (Sambar Onions) - thinly sliced,3,,Pearl onions (Sambar Onions),thinly sliced,,clean
29,5,2 sprig Curry leaves,2,sprig,Curry leaves,,,clean
29,6,2 teaspoons Red Chilli powder,2,teaspoons,Red Chilli powder,,,clean
29,7,1 teaspoon Turmeric powder (Haldi),1,teaspoon,Turmeric powder (Haldi),,,clean
29,8,1/2 teaspoon Cumin seeds (Jeera),1/2,teaspoon,Cumin seeds (Jeera),,,clean
29,9,1/4 teaspoon Mustard seeds,1/4,teaspoon,Mustard seeds,,,clean
29,10,2 Dry Red Chillies,2,,Dry Red Chillies,,Dry,clean
29,11,Tamarind - Gooseberry Sized,1,,Tamarind,gooseberry sized,,reviewed
29,12,Sunflower Oil - as required,nan,,Sunflower Oil,,,reviewed
29,13,Salt - to taste,nan,,Salt,,,reviewed
30,1,4 Mango (Ripe),4,,Mango (Ripe),,,clean
30,2,2 Green Chillies - sliced lengthwise,2,,Green Chillies,sliced lengthwise,,clean
30,3,1 cup Curd (Dahi / Yogurt) - whisked,1,cup,Curd (Dahi / Yogurt),whisked,,clean
30,4,Salt - to taste,nan,,Salt,,,reviewed
30,5,1 cup Fresh coconut - grated,1,cup,Fresh coconut,grated,Fresh,clean
30,6,1 teaspoon Cumin seeds (Jeera),1,teaspoon,Cumin seeds (Jeera),,,clean
30,7,1/4 teaspoon Turmeric powder (Haldi),1/4,teaspoon,Turmeric powder (Haldi),,,clean
30,8,1 teaspoon Red Chilli powder,1,teaspoon,Red Chilli powder,,,clean
30,9,2 teaspoon Coconut Oil,2,teaspoon,Coconut Oil,,,clean
30,10,1/2 teaspoon Mustard seeds,1/2,teaspoon,Mustard seeds,,,clean
30,11,1/4 teaspoon Methi Seeds (Fenugreek Seeds),1/4,teaspoon,Methi Seeds (Fenugreek Seeds),,,clean
30,12,2 Dry Red Chilli - cut into halves,2,,Dry Red Chilli,cut into halves,Dry,clean
30,13,1 sprig Curry leaves,1,sprig,Curry leaves,,,clean
31,1,25 okra,25,,okra,,,clean
31,2,5 green chillies - finely chopped,5,,green chillies,finely chopped,,clean
31,3,1/4 cup curd,1/4,cup,curd,,,clean
31,4,1 sprig curry leaves,1,sprig,curry leaves,,,clean
31,5,1/2 cup coconut - grated,1/2,cup,coconut,grated,,clean
31,6,1/2 teaspoon cumin seeds,1/2,teaspoon,cumin seeds,,,clean
31,7,1/2 teaspoon mustard,1/2,teaspoon,mustard,,,clean
31,8,1 dry red chili - Break it,1,,dry red chili,broken,Dry,reviewed
31,9,2 teaspoons oil,2,teaspoons,oil,,,clean
